impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-115290,A302383,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A302383,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ollie,Cat,10 YEARS,Neutered Male,Domestic Shorthair,Org Tabby / White,02/08/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A302383,Image Copyright HLP Inc. 2019,"Received on: 2019-02-08<p/> Description: Org Tabby / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ollie and I am available for adoption.<p/><p/>I was brought in by my previous owner on February 8th, 2019,  because I lived a very playful dog that liked to chase me. I lived in a home with a large dog, and children.<p/><p/>I'm a very sweet and shy guy who wants to find a loving and quiet environment. Although I lived with a dog, he was a very rambunctious and playful guy who liked to chase me and it was not that fun for me. My favorite activities include snuggling under blankets *especially thick comforters* and hanging out in my persons lap, giving and receiving all the loves and just being around my people. New people can be a little scary for me at first but with some time, I warm up and actually like to get to know them.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>I was previously declawed on my front paws. Because I can't protect myself outside, I need to be an indoor-only cat.<p/><p/><p/> Adoption Fee: $30.00<p/>",
K19-114812,A578221,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578221,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Orion,Cat,5 YEARS,Neutered Male,Domestic Shorthair,White / Org Tabby,01/12/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578221,Image Copyright HLP Inc. 2019,"Received on: 2019-01-12<p/> Description: White / Org Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Orion and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on 1/12/18.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/> Adoption Fee: $30.00<p/>",GREEN
K19-115317,A579662,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1961239,LOST,Peyton,Cat,,Male,Domestic Mediumhair,Unknown,02/01/2019 12:00:00 AM,Date Lost,38700 264TH AVE SE,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1961239,Image Copyright HLP Inc. 2019,,
K18-111535,A566442,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Joan,Cat,12 YEARS 5 MONTHS,Spayed Female,Domestic Shorthair,Black,08/23/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,SAMMAMISH,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A566442,Image Copyright HLP Inc. 2019,"Received on: 2018-08-23<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 12 YEARS 5 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Joan and I am available for adoption. I was brought in by an Animal Control Officer on 08/23/18.<p/><p/>I am an independent kitty who likes to do my own thing! I am vocal and love to talk. I don't mind telling you exactly what I want! <p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/>",RED
K19-115301,A579615,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A579615,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Org Tabby,02/11/2019 12:00:00 AM,Received on,1000 CENTRAL AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579615,Image Copyright HLP Inc. 2019,"Received on: 2019-02-11<p/> Found Near: 1000 CENTRAL AVE N, KENT WA 98032<p/> Description: Org Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115336,A579691,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A579691,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dj,Dog,15 YEARS,Neutered Male,Chihuahua - Smooth Coated,White,02/13/2019 12:00:00 AM,Received on,400 E MEEKER ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579691,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 400 E MEEKER ST, KENT WA 98030<p/> Description: White Neutered Male Chihuahua - Smooth Coated Dog<p/> Age: 15 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115337,A579698,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A579698,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 YEARS,Female,Domestic Mediumhair,Calico,02/13/2019 12:00:00 AM,Received on,6900 S 120TH PL,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579698,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 6900 S 120TH PL, SEATTLE WA 98178<p/> Description: Calico Female Domestic Mediumhair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115338,A579703,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A579703,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,6 MONTHS,Female,Domestic Shorthair,White,02/13/2019 12:00:00 AM,Received on,25300 146TH AVE SE,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579703,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 25300 146TH AVE SE, KENT WA 98042<p/> Description: White Female Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115331,A579681,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1961401,In Public Home,,Dog,,Male,German Shepherd,Brown / Black,02/04/2019 12:00:00 AM,Date Found,12400 50TH PL S,TUKWILA,WA,98178,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1961401,Image Copyright HLP Inc. 2019,,
K19-115339,A579704,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A579704,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 MONTHS,Male,Domestic Shorthair,White,02/13/2019 12:00:00 AM,Received on,25300 146TH AVE SE,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579704,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 25300 146TH AVE SE, KENT WA 98042<p/> Description: White Male Domestic Shorthair Cat<p/> Age: 8 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115334,A579690,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1961404,In Public Home,,Dog,,Male,Pomeranian,White,02/12/2019 12:00:00 AM,Date Found,223RD AND 120 AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1961404,Image Copyright HLP Inc. 2019,,
K19-115341,A579706,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A579706,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Scout,Dog,9 YEARS,Neutered Male,Australian Terrier,Black / Tan,02/13/2019 12:00:00 AM,Received on,4100 FACTORIA BLVD SE,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579706,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 4100 FACTORIA BLVD SE, BELLEVUE WA 98006<p/> Description: Black / Tan Neutered Male Australian Terrier Dog<p/> Age: 9 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115342,A579707,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,6 MONTHS,Female,Domestic Shorthair,Brn Tabby,02/13/2019 12:00:00 AM,Received on,16700 SE 251ST PL,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579707,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 16700 SE 251ST PL, COVINGTON WA 98042<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Current Location: In RASKC Foster Home <p/>",
K19-115343,A579708,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Dallas,Dog,4 MONTHS,Male,German Shepherd,Sable,02/13/2019 12:00:00 AM,Received on,2800 SOUTHCENTER MALL,TUKWILA,WA,98188,TUKWILA,47.458778,-122.2552,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579708,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 2800 SOUTHCENTER MALL, TUKWILA WA 98188<p/> Description: Sable Male German Shepherd Dog<p/> Age: 4 MONTHS<p/> Current Location: In RASKC Foster Home <p/>",
K19-115281,A579506,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A579506,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Regina,Lop-Holland,NO AGE,Female,Lop-Holland,Brown,02/07/2019 12:00:00 AM,Received on,24400 64TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579506,Image Copyright HLP Inc. 2019,"Received on: 2019-02-07<p/> Found Near: 24400 64TH AVE S, KENT WA 98032<p/> Description: Brown Female Lop-Holland Lop-Holland<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115344,A579709,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A579709,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,6 YEARS,Neutered Male,Rottweiler,Black / Tan,02/13/2019 12:00:00 AM,Received on,47700 SE MOUNT SI RD,NORTH BEND,WA,98045,KING COUNTY,47.485916,-121.704193,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579709,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 47700 SE MOUNT SI RD, NORTH BEND WA 98045<p/> Description: Black / Tan Neutered Male Rottweiler Dog<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115340,A579705,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1961458,LOST,Lulu,Cat,,Female,Domestic Longhair,Unknown,02/08/2019 12:00:00 AM,Date Lost,374TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1961458,Image Copyright HLP Inc. 2019,,
K19-115345,A579710,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1961512,In Public Home,,Dog,,Male,German Shepherd,Brown / Black,02/13/2019 12:00:00 AM,Date Found,13000 SE 191ST ST,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1961512,Image Copyright HLP Inc. 2019,,
K19-115347,A579712,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1961518,In Public Home,,Dog,,Female,Labrador Retriever,Black / White,02/13/2019 12:00:00 AM,Date Found,13000 SE 191ST ST,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1961518,Image Copyright HLP Inc. 2019,,
K19-115346,A579711,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1961517,In Public Home,,Dog,Under 1 year,Female,Labrador Retriever,Black / White,02/13/2019 12:00:00 AM,Date Found,13000 SE 191ST ST,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1961517,Image Copyright HLP Inc. 2019,"Description: Young very sweet black lab Found with a German Shephard (brown long hair).  No color, no chip.<p/>Age: Under 1 year<p/>Location Found: 13009 se 191st st<p/>Notes: <p/>Found Date: 02/13/2019<p/>Finder Address:  renton WA 98058",
K19-115322,A579668,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 DAYS,Unaltered,Domestic Shorthair,Brn Tabby,02/13/2019 12:00:00 AM,Received on,4000 S 280TH ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579668,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 4000 S 280TH ST, AUBURN WA 98001<p/> Description: Brn Tabby Unaltered Domestic Shorthair Cat<p/> Age: 3 DAYS<p/> Current Location: In RASKC Foster Home <p/>",
K19-115319,A579665,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 DAYS,Unaltered,Domestic Shorthair,Brn Tabby,02/13/2019 12:00:00 AM,Received on,4000 S 280TH ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579665,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 4000 S 280TH ST, AUBURN WA 98001<p/> Description: Brn Tabby Unaltered Domestic Shorthair Cat<p/> Age: 3 DAYS<p/> Current Location: In RASKC Foster Home <p/>",
K19-115318,A579664,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 DAYS,Unaltered,Domestic Shorthair,Black / White,02/13/2019 12:00:00 AM,Received on,4000 S 280TH ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579664,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 4000 S 280TH ST, AUBURN WA 98001<p/> Description: Black / White Unaltered Domestic Shorthair Cat<p/> Age: 3 DAYS<p/> Current Location: In RASKC Foster Home <p/>",
K19-115323,A579669,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 DAYS,Unaltered,Domestic Shorthair,Gray Tabby,02/13/2019 12:00:00 AM,Received on,4000 S 280TH ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579669,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 4000 S 280TH ST, AUBURN WA 98001<p/> Description: Gray Tabby Unaltered Domestic Shorthair Cat<p/> Age: 3 DAYS<p/> Current Location: In RASKC Foster Home <p/>",
K19-115111,A578325,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578325,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Turbo,Dog,6 YEARS 1 MONTH,Neutered Male,Terrier / Chihuahua - Smooth Coated,Cream / White,01/27/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578325,Image Copyright HLP Inc. 2019,"Received on: 2019-01-27<p/> Description: Cream / White<p/>  Neutered Male Terrier / Chihuahua - Smooth Coated Dog<p/> Age: 6 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Turbo and I am available for adoption.<p/><p/>I was brought in by my previous owner on January 27, 2019 because I was not a good fit for their home.<p/><p/>I am an independent dog who likes to do my own thing!  I can be sensitive to being picked up and handled, so I would do best in a home with older children.  I do like car rides and am able to jump high into the car without needing to be picked up. I am full of energy and like to go for regular walks or play in a wide open space.  <p/><p/>My caregivers have noticed that I seem to do well with other small dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality!  I may get nervous in new situations, so I am looking for a dog savvy family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/> Adoption Fee: $225.00<p/>",RED
K19-115320,A579666,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 DAYS,Unaltered,Domestic Shorthair,Brn Tabby,02/13/2019 12:00:00 AM,Received on,4000 S 280TH ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579666,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 4000 S 280TH ST, AUBURN WA 98001<p/> Description: Brn Tabby Unaltered Domestic Shorthair Cat<p/> Age: 3 DAYS<p/> Current Location: In RASKC Foster Home <p/>",
K19-115321,A579667,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 DAYS,Unaltered,Domestic Shorthair,Brn Tabby,02/13/2019 12:00:00 AM,Received on,4000 S 280TH ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579667,Image Copyright HLP Inc. 2019,"Received on: 2019-02-13<p/> Found Near: 4000 S 280TH ST, AUBURN WA 98001<p/> Description: Brn Tabby Unaltered Domestic Shorthair Cat<p/> Age: 3 DAYS<p/> Current Location: In RASKC Foster Home <p/>",
K19-114833,A578240,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578240,Meowtropolitan,Sorbie,Cat,2 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,White / Brown,01/13/2019 12:00:00 AM,Received on,29100 42ND AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578240,Image Copyright HLP Inc. 2019,"Received on: 2019-01-13<p/> Found Near: 29100 42ND AVE S, AUBURN WA 98001<p/> Description: White / Brown Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Current Location: Meowtropolitan<p/>",BLUE
